Year,exclude,Film,Lead Studio,Critic Rating,Audience Rating,Story,Genre,Opening Weekend Theaters,Opening Weekend per Cinema,Domestic Gross,Foreign Gross,Worldwide Gross,Budget,Profitability,Opening Weekend Revenue,Oscar
2007,,Epic Movie,Independent,2,38,Comedy,Comedy,2801,6644,39.74,47.13,86.87,20.00,4.3433,18.6,
2007,,Premonition,Sony,8,55,The Riddle,Drama,2831,6202,47.85,36.14,84.00,20.00,4.1998,17.6,
2007,,Ratatouille,Disney,97,84,Transformation,Animation,3940,11935,206.45,414.98,621.42,150.00,4.1428,47,Animated
2007,,The Bourne Ultimatum,Universal,93,91,Pursuit,Thriller,3660,18929,227.47,215.35,442.82,110.00,4.0257,69.3,
2007,,Enchanted,Disney,93,80,Love,Comedy,3730,9233,127.81,212.68,340.49,85.00,4.0057,34.4,
2007,,Sicko,The Weinstein Company,93,87,quest,Documentary,702,5128,24.54,11.23,35.77,9.00,3.9742,3.6,
2007,,Halloween,The Weinstein Company,26,64,Pursuit,Horror,3472,7592,58.27,20.20,78.47,20.00,3.9235,26.4,
2007,,I Am Legend,Warner Bros.,69,69,Quest,Thriller,3606,21411,256.39,327.76,584.16,150.00,3.8944,77.2,
2007,,The Bucket List,Warner Bros.,41,81,discovery,Drama,2911,6661,93.47,80.84,174.31,45.00,3.8736,19.4,
2007,,Tyler Perry's Why Did I get Married,Independent,46,47,Love,Romance,2011,10618,55.20,0.66,55.86,15.00,3.7242,21.4,
2007,,Michael Clayton,Independent,90,72,Transformation,Thriller,2511,4131,49.03,43.96,92.99,25.00,3.7197,10.4,Supporting Actress
2007,,Into the Wild,Paramount,82,90,quest,Drama,658,3249,18.35,37.28,55.63,15.00,3.7090,2.1,
2007,,Ocean's 13,Warner Bros.,70,74,Revenge,Thriller,3565,10135,117.15,194.16,311.31,85.00,3.6625,36.1,
2007,,The Kite Runner,Paramount,66,85,Maturation,Drama,715,2243,15.80,57.39,73.19,20.00,3.6597,1.6,
2007,,Music and Lyrics,Warner Bros.,63,70,Love,Romance,,,50.57,95.32,145.90,40.00,3.6474,13.6,
2007,,Hostel: Part II,Lionsgate,44,45,Escape,Horror,2350,3490,17.61,18.01,35.62,10.00,3.5620,8.2,
2007,,National Treasure: Book of Secrets,Disney,31,72,The Riddle,Thriller,3832,11686,219.96,237.40,457.36,130.00,3.5182,44.8,
2007,,Live Free or Die Hard,Fox,79,86,Rescue,Action,3408,9791,134.53,249.00,383.53,110.00,3.4866,33.4,
2007,,Spider-Man 3,Sony,61,54,Metamorphosis,Action,4252,35540,336.53,554.34,890.87,258.00,3.4530,151.1,
2007,,Smokin' Aces,Universal,27,64,Pursuit,Action,2218,6599,35.79,21.32,57.10,17.00,3.3591,14.6,
2007,,Alien vs. Predator -- Requiem,Fox,14,37,Monster Force,Horror,2611,3853,41.80,87.09,128.88,40.00,3.2221,10,
2007,,Pirates of the Caribbean: At World's End,Disney,45,74,Rescue,Action,4362,26302,309.42,651.58,961.00,300.00,3.2033,114.7,
2007,,The Mist,The Weinstein Company,72,64,Monster Force,Horror,2423,3686,25.59,31.24,56.83,18.00,3.1572,8.9,
2007,,Sweeney Todd: The Demon Barber of Fleet Street,Warner Bros.,86,81,Revenge,Musical,1249,7446,52.90,99.63,152.52,50.00,3.0505,9.3,
2007,,There Will Be Blood,Paramount,91,84,Wretched Excess,Drama,885,5502,40.22,35.96,76.18,25.00,3.0473,4.9,Best Actor
2007,,Daddy Day Camp,Sony,1,63,Comedy,Comedy,2332,1459,13.24,4.96,18.20,6.00,3.0329,3.4,
2007,,Wild Hogs,Disney,14,72,Transformation,Comedy,3287,12077,168.27,85.35,253.63,90.00,2.8181,39.7,
2007,,Mr. Magorium's Wonder Emporium,Independent,36,56,Transformation,Fantasy,3164,3043,32.06,36.89,68.95,25.00,2.7579,6.9,
2007,,Hairspray,Warner Bros.,92,84,Underdog,Musical,3121,8803,118.87,83.68,202.55,75.00,2.7006,27.5,
2007,,American Gangster,Universal,79,87,pursuit,Thriller,3054,14264,130.16,137.74,267.90,100.00,2.6790,43.6,
2007,,Norbit,Paramount,9,56,Comedy,Comedy,3136,10904,95.67,63.64,159.31,60.00,2.6552,34.2,
2007,,We Own the Night,Sony,55,63,Sacrifice,Drama,2362,4583,28.56,26.26,54.83,21.00,2.6108,10.8,
2007,,The Hills Have Eyes 2,Independent,11,50,Monster Force,Horror,2447,3958,20.80,16.66,37.47,15.00,2.4977,9.7,
2007,,Mr. Brooks,MGM,56,75,Temptation,Thriller,2453,4083,28.55,19.57,48.12,20.00,2.4061,10,
2007,,Blades of Glory,Paramount,69,66,Rivalry,Comedy,3372,9790,118.59,27.11,145.71,61.00,2.3887,33,
2007,,The Nanny Diaries,The Weinstein Company,33,52,Discovery,Comedy,2629,2845,25.93,21.07,47.00,20.00,2.3500,7.5,
2007,,30 Days of Night,Independent,50,,Monster Force,Horror,2855,5587,39.57,35.53,75.10,32.00,2.3467,15.6,
2007,,Fantastic Four: Rise of the Silver Surfer,Fox,35,55,Monster Force,Action,3959,14663,131.92,157.13,289.05,130.00,2.2234,58,
2007,,I Now Pronounce You Chuck and Larry,Universal,13,73,Comedy,Comedy,3495,9795,120.06,65.99,186.05,85.00,2.1889,34.2,
2007,,The Heartbreak Kid,Paramount,30,41,Love,Comedy,3229,4342,36.79,90.98,127.77,60.00,2.1294,14,
2007,,Ghost Rider,Sony,28,56,Monster Force,Action,3619,12541,115.80,112.94,228.74,110.00,2.0794,45.3,
2007,,The Golden Compass,Warner Bros.,42,55,Rescue,Action,3528,7308,70.11,302.13,372.23,180.00,2.0680,25.7,
2007,,The Darjeeling Limited,Fox,67,79,Journey and Return,Drama,698,2523,11.90,23.02,34.92,17.50,1.9953,1.8,
2007,,License to Wed,Warner Bros.,8,55,Love,Comedy,2604,4002,43.80,25.51,69.31,35.00,1.9802,10.4,
2007,,Stardust,Paramount,76,86,Quest,Adventure,2540,3610,38.63,96.92,135.56,70,1.9366,9.16,
2007,,Bee Movie,Paramount,52,57,Journey and Return,Animation,3928,9679,126.63,160.49,287.12,150.00,1.9142,38,
2007,,Vacancy,Sony,55,46,Pursuit,Comedy,2551,2980,19.36,15.94,35.30,19.00,1.8579,7.6,
2007,,Rush Hour 3,Warner Bros.,20,68,Rescue,Action,3778,12996,140.13,117.90,258.02,140.00,1.8430,49.1,
2007,,In the Land of Women,Warner Bros.,43,72,Transformation,Comedy,2155,2186,11.05,6.51,17.56,10.00,1.7562,4.7,
2007,,Surf's Up,Sony,78,64,Discovery,Animation,3528,5000,58.87,90.18,149.04,85.00,1.7535,17.6,
2007,,Meet the Robinsons,Disney,66,75,Quest,Animation,3413,7361,97.82,71.51,169.33,100.00,1.6933,25.1,
2007,,Charlie Wilson's War,Universal,82,73,Discovery,Biography,2575,3750,66.66,51.81,118.48,75.00,1.5797,9.6,
2007,,Shooter,Paramount,47,82,Pursuit,Action,2806,5175,47.00,48.69,95.70,61.00,1.5688,14.5,
2007,,Nancy Drew,Independent,49,61,The Riddle,Thriller,2612,2615,25.61,5.05,30.67,20.00,1.5333,6.9,
2007,,3:10 to Yuma,Lionsgate,88,85,sacrifice,Western,2652,5292,53.61,16.17,69.78,50.00,1.3956,14,
2007,,Beowulf,Paramount,71,52,Journey and Return,Action,3153,8726,82.20,114.07,196.26,150.00,1.3084,27.5,
2007,,Zodiac,Paramount,89,73,Pursuit,Thriller,2362,5671,33.08,51.71,84.79,65.00,1.3044,13.4,
2007,,Next,Paramount,29,59,Pursuit,Thriller,2725,2617,18.21,55.33,73.54,70.00,1.0506,7.1,
2007,,Evan Almighty,Universal,23,56,Comedy,Comedy,3604,8654,100.46,72.93,173.39,175.00,0.9908,31.2,
2007,,Dragon Wars (aka D-War),Mediaplex,27,44,Monster Force,Action,2277,2213,10.98,63.27,74.25,75.00,0.9900,5,
2007,,Happily N'Ever After,Lionsgate,4,43,Maturation,Animation,2381,2775,15.59,22.50,38.08,47.00,0.8103,6.6,
2007,,Shoot 'Em Up,Warner Bros.,67,66,Pursuit,Action,2108,2711,12.81,13.91,26.72,39.00,0.6851,5.7,
2007,,Across the Universe,Independent,54,84,Love,Romance,954,4009,24.34,5.02,29.37,45.00,0.6526,3.8,
2007,,Walk Hard: The Dewey Cox Story,Sony,75,55,Comedy,Comedy,2650,1575,18.32,2.26,20.58,35.00,0.5879,4.8,
2007,,The Invasion,Warner Bros.,19,43,Monster Force,Sci-Fi,2776,2143,15.07,25.10,40.17,80.00,0.5021,5.6,
2007,,Grindhouse,The Weinstein Company,82,86,pursuit,Action,2624,4419,25.04,0.38,25.42,53.00,0.4797,11.6,
